title,price,drivetrain,exterior_color,model,year,trim,fuel_consume(L/100km),region,province,battery_charge_time(hr),battery_range(km),body_type,mileage(km),front_legroom(mm),cargo_volume(L)
2022 Tesla Model 3 Long Range AWD,42888,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2022.0,Long Range AWD,1.9,Toronto,ON,10.0,538.0,Sedan,78000,1085.0,648.0
2022 Tesla Model Y Performance AWD,51888,All-Wheel Drive,Black,Model Y,2022.0,Performance AWD,2.09,Toronto,ON,10.0,488.0,SUV/ Crossover,73500,1062.0,971.0
2014 Tesla Model S P85 RWD,29999,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model S,2014.0,P85 RWD,2.655,Oakville,ON,12.0,407.0,Sedan,159578,1085.0,894.0
2022 Tesla Model 3 Performance AWD,53799,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2022.0,Performance AWD,1.9,Lethbridge,AB,10.0,507.0,Sedan,82806,1085.0,648.0
2021 Tesla Model 3 Standard Range Plus RWD,29995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Laval,QC,10.0,430.0,Sedan,127905,1085.0,424.0
2023 Tesla Model 3 RWD,40998,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2023.0,RWD,1.9,Mississauga,ON,10.4,438.0,Sedan,28074,1085.0,648.0
2022 Tesla Model 3 RWD,32995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,Toronto,ON,10.0,430.0,Sedan,122000,1085.0,648.0
2022 Tesla Model Y Performance AWD,56600,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2022.0,Performance AWD,2.09,Port Coquitlam,BC,10.0,488.0,SUV/ Crossover,65427,1062.0,971.0
2023 Tesla Model 3 Long Range AWD,47995,All-Wheel Drive,Black,Model 3,2023.0,Long Range AWD,1.9,Ottawa,ON,11.5,576.0,Sedan,51200,1085.0,648.0
2020 Tesla Model 3 Standard Range AWD,32771,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2020.0,Standard Range AWD,1.9,Richmond,BC,10.0,354.0,Sedan,61994,1085.0,424.0
2021 Tesla Model Y Long Range AWD,54995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2021.0,Long Range AWD,1.945,North York,ON,10.0,509.0,SUV/ Crossover,28000,1062.0,1925.0
2023 Tesla Model 3 RWD,44900,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2023.0,RWD,1.9,Vancouver,BC,10.4,438.0,Sedan,66121,1085.0,648.0
2020 Tesla Model 3 Standard Range Plus RWD,31850,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2020.0,Standard Range Plus RWD,1.9,Langley,BC,10.0,402.0,Sedan,131479,1085.0,424.0
2018 Tesla Model X 100D AWD,79800,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2018.0,100D AWD,2.655,Gibsons,BC,12.0,475.0,SUV/ Crossover,42605,1046.0,736.0
2021 Tesla Model 3 Standard Range Plus RWD,37850,Rear-Wheel Drive,Black,Model 3,2021.0,Standard Range Plus RWD,1.9,Langley,BC,10.0,430.0,Sedan,86705,1085.0,424.0
2020 Tesla Model 3 Standard Range AWD,27995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range AWD,1.9,North York,ON,10.0,354.0,Sedan,98400,1085.0,424.0
2024 Tesla Model 3 Long Range AWD,68850,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2024.0,Long Range AWD,1.9,Langley,BC,9.4,549.0,Sedan,1500,1085.0,682.0
2018 Tesla Model 3,34900,unknown,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2018.0,unknown,1.9,Sidney,BC,10.0,430.0,Sedan,103640,1085.0,424.0
2022 Tesla Model Y Performance AWD,59900,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2022.0,Performance AWD,2.09,Oakville,ON,10.0,488.0,SUV/ Crossover,24555,1063.0,971.0
2018 Tesla Model 3,36900,unknown,Blue(/Deep Blue Metallic),Model 3,2018.0,unknown,1.9,Sidney,BC,10.0,430.0,Sedan,72177,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,35850,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Langley,BC,10.0,430.0,Sedan,114662,1085.0,424.0
2022 Tesla Model Y Performance AWD,52950,All-Wheel Drive,Black,Model Y,2022.0,Performance AWD,2.09,Laval,QC,10.0,488.0,SUV/ Crossover,73537,1062.0,971.0
2022 Tesla Model 3 Long Range AWD,47995,All-Wheel Drive,Black,Model 3,2022.0,Long Range AWD,1.9,Saint-Jean-sur-Richelieu,QC,10.0,538.0,Sedan,39000,1085.0,648.0
2018 Tesla Model S 75D AWD,45990,All-Wheel Drive,Black,Model S,2018.0,75D AWD,2.255,Sidney,BC,12.0,417.0,Sedan,162965,1085.0,744.0
2020 Tesla Model X Long Range Plus AWD,79900,All-Wheel Drive,Black,Model X,2020.0,Long Range Plus AWD,2.555,Montreal,QC,12.0,565.0,SUV/ Crossover,56007,1046.0,543.0
2022 Tesla Model Y Long Range AWD,52995,All-Wheel Drive,Black,Model Y,2022.0,Long Range AWD,1.945,Saint-Eustache,QC,10.0,531.0,SUV/ Crossover,51248,1062.0,971.0
2022 Tesla Model Y Performance AWD,54988,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2022.0,Performance AWD,2.09,Mississauga,ON,10.0,488.0,SUV/ Crossover,55500,1062.0,971.0
2020 Tesla Model Y Long Range AWD,49850,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Long Range AWD,1.945,Langley,BC,10.0,509.0,SUV/ Crossover,78528,1062.0,1925.0
2019 Tesla Model X Long Range AWD,87888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2019.0,Long Range AWD,2.445,Vancouver,BC,12.0,475.0,SUV/ Crossover,65233,1046.0,543.0
2020 Tesla Model Y Long Range AWD,48850,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Long Range AWD,1.945,Langley,BC,10.0,509.0,SUV/ Crossover,95939,1062.0,1925.0
2018 Tesla Model 3 Long Range RWD,34995,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2018.0,Long Range RWD,1.9,Oakville,ON,12.0,499.0,Sedan,100738,1085.0,424.0
2015 Tesla Model S 85D AWD,27900,All-Wheel Drive,Silver,Model S,2015.0,85D AWD,2.365,Montreal,QC,12.0,435.0,Sedan,301000,1085.0,894.0
2013 Tesla Model S Performance RWD,30995,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model S,2013.0,Performance RWD,2.655,Toronto,ON,12.0,407.0,Sedan,190162,1085.0,894.0
2023 Tesla Model Y Long Range AWD,54999,All-Wheel Drive,Black,Model Y,2023.0,Long Range AWD,1.945,Mississauga,ON,11.5,531.0,SUV/ Crossover,35671,1062.0,971.0
2021 Tesla Model 3 Standard Range Plus RWD,36850,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2021.0,Standard Range Plus RWD,1.9,Langley,BC,10.0,430.0,Sedan,112690,1085.0,424.0
2020 Tesla Model 3 Long Range AWD,36981,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Long Range AWD,1.945,Regina,SK,10.0,518.0,Sedan,125729,1085.0,424.0
2020 Tesla Model Y Performance AWD,58888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Performance AWD,1.99,Mission,BC,10.0,507.0,SUV/ Crossover,42552,1062.0,1925.0
2021 Tesla Model Y Long Range AWD,52888,All-Wheel Drive,Blue(/Deep Blue Metallic),Model Y,2021.0,Long Range AWD,1.945,Vancouver,BC,10.0,509.0,SUV/ Crossover,75019,1062.0,1925.0
2020 Tesla Model 3 Standard Range AWD,26995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range AWD,1.9,Toronto,ON,10.0,354.0,Sedan,152000,1085.0,424.0
2019 Tesla Model 3 Long Range AWD,33995,All-Wheel Drive,Black,Model 3,2019.0,Long Range AWD,2.045,Hilden,NS,10.0,499.0,Sedan,157000,1085.0,424.0
2020 Tesla Model Y Long Range AWD,46888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Long Range AWD,1.99,Vancouver,BC,10.0,509.0,SUV/ Crossover,125876,1062.0,1925.0
2018 Tesla Model 3,38332,unknown,Black,Model 3,2018.0,unknown,1.9,Port Coquitlam,BC,10.0,430.0,Sedan,93627,1085.0,424.0
2024 Tesla Model Y Long Range AWD,69888,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2024.0,Long Range AWD,1.99,Vancouver,BC,9.0,499.0,SUV/ Crossover,19019,1062.0,971.0
2019 Tesla Model 3 Standard Plus RWD,34850,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Standard Plus RWD,1.9,Langley,BC,10.0,386.0,Sedan,96002,1085.0,424.0
2013 Tesla Model S 85 RWD,26800,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model S,2013.0,85 RWD,2.655,North York,ON,12.0,426.0,Sedan,97629,1085.0,894.0
2021 Tesla Model 3 Standard Range Plus RWD,40850,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2021.0,Standard Range Plus RWD,1.9,Langley,BC,10.0,430.0,Sedan,81459,1085.0,424.0
2019 Tesla Model 3 Standard Plus RWD,37888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Standard Plus RWD,1.9,Surrey,BC,10.0,386.0,Sedan,53645,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,40850,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2021.0,Standard Range Plus RWD,1.9,Langley,BC,10.0,430.0,Sedan,82308,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,38499,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2020.0,Standard Range Plus RWD,1.9,Sainte-Marie,QC,10.0,402.0,Sedan,56159,1085.0,424.0
2023 Tesla Model Y RWD,49988,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2023.0,RWD,1.945,Saint-Basile-Le-Grand,QC,9.4,418.0,SUV/ Crossover,20131,1064.0,971.0
2023 Tesla Model Y RWD,51950,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2023.0,RWD,1.945,North Vancouver,BC,9.4,418.0,SUV/ Crossover,28000,1064.0,971.0
2016 Tesla Model X,69900,unknown,White(/Pearl White Multi-Coat),Model X,2016.0,unknown,2.555,Surrey,BC,12.0,475.0,SUV/ Crossover,76000,1046.0,736.0
2022 Tesla Model Y Long Range AWD,59850,All-Wheel Drive,Black,Model Y,2022.0,Long Range AWD,1.945,Langley,BC,10.0,531.0,SUV/ Crossover,70939,1062.0,971.0
2021 Tesla Model Y Long Range AWD,52888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2021.0,Long Range AWD,1.945,Surrey,BC,10.0,509.0,SUV/ Crossover,95801,1062.0,1925.0
2020 Tesla Model 3 Standard Range AWD,28995,All-Wheel Drive,Silver,Model 3,2020.0,Standard Range AWD,1.9,Laval,QC,10.0,354.0,Sedan,106714,1085.0,424.0
2013 Tesla Model S 60 RWD,22888,Rear-Wheel Drive,Red,Model S,2013.0,60 RWD,2.455,Sidney,BC,10.0,335.0,Sedan,186017,1085.0,894.0
2022 Tesla Model S AWD,85988,All-Wheel Drive,Black,Model S,2022.0,AWD,1.945,Burlington,ON,15.0,652.0,Sedan,48848,1077.0,798.0
2022 Tesla Model 3 Long Range AWD,59950,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,Long Range AWD,1.9,North Vancouver,BC,10.0,538.0,Sedan,15000,1085.0,648.0
